Server ID,Sponsor,Server Name,Timestamp,Distance,Ping,Download,Upload,Share,IP Address
4549,Elisa Oyj,Helsinki,2019-04-28T05:00:03.697687Z,130.30632152608462,26.593,34391402.24129617,15618433.56772398,,109.240.230.177
4113,AinaCom Oy,Hameenlinna,2019-04-28T05:17:03.183067Z,36.37059663370756,30.125,26083784.37057881,23021662.555327922,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T05:34:03.533020Z,130.30632152608462,28.404,27902115.056027196,21958135.40384155,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T05:51:03.383940Z,130.30632152608462,29.063,13854953.450257612,18885627.22757697,,109.240.230.177
4113,AinaCom Oy,Hameenlinna,2019-04-28T06:00:03.179435Z,36.37059663370756,26.949,23228160.739719816,13617663.77734375,,109.240.230.177
4113,AinaCom Oy,Hameenlinna,2019-04-28T06:17:03.291992Z,36.37059663370756,27.603,17519478.624237057,15360971.863892358,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T06:34:03.666250Z,130.30632152608462,27.918,19881827.365780793,14403724.30565897,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T06:51:02.936427Z,130.30632152608462,27.399,18552508.229214948,20645135.804099374,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T07:00:02.967752Z,130.30632152608462,26.626,20360933.39964591,16149775.923707675,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T07:17:02.758158Z,130.30632152608462,28.593,21750009.787877895,14106844.483844006,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T07:34:03.082984Z,130.30632152608462,30.302,27702314.210437097,16103224.988014251,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T07:51:03.096478Z,130.30632152608462,27.917,21471027.302783437,16084600.271615306,,109.240.230.177
4113,AinaCom Oy,Hameenlinna,2019-04-28T08:00:03.244994Z,36.37059663370756,29.754,23013155.739138324,16013572.440934429,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T08:17:03.040489Z,130.30632152608462,26.924,20083522.400175255,16015266.15196667,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T08:34:03.075066Z,130.30632152608462,28.288,13566000.705507899,16365295.87430088,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T08:51:03.534905Z,130.30632152608462,30.367,5191567.238640566,17001714.449897844,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T09:00:03.231417Z,130.30632152608462,29.23,18515611.018223688,18474859.173034675,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T09:17:03.423018Z,130.30632152608462,27.454,19198574.255389832,14402932.677005837,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T09:34:03.351767Z,130.30632152608462,28.112,21057865.433811963,17268425.56653254,,109.240.230.177
4113,AinaCom Oy,Hameenlinna,2019-04-28T09:51:02.963837Z,36.37059663370756,26.45,28617455.67868912,15170008.107352655,,109.240.230.177
4113,AinaCom Oy,Hameenlinna,2019-04-28T10:00:03.419592Z,36.37059663370756,26.285,27509587.52686319,18052438.67775691,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T10:17:03.369135Z,130.30632152608462,28.094,26089380.826876465,16225196.10884109,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T10:34:03.371910Z,130.30632152608462,27.604,23898453.86816128,16664826.955722699,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T10:51:03.081918Z,130.30632152608462,32.094,14529044.62168714,21307392.454835217,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T11:00:03.229207Z,130.30632152608462,29.416,19566509.637033857,17947934.7455344,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T11:17:03.102428Z,130.30632152608462,25.44,15993192.60269964,19573770.98903041,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T11:34:02.955809Z,130.30632152608462,28.279,19604339.944458686,20285915.016976,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T11:51:03.239571Z,130.30632152608462,30.61,8274260.202585751,17455392.14640556,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T12:00:02.987981Z,130.30632152608462,27.894,11570686.868366579,15978106.867281165,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T12:17:03.507732Z,130.30632152608462,28.319,9353406.49838836,21197491.74493286,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T12:34:03.368190Z,130.30632152608462,27.61,10795443.220811,20723484.28873654,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T12:51:02.875425Z,130.30632152608462,26.774,8479650.529698135,22666544.673888505,,109.240.230.177
4113,AinaCom Oy,Hameenlinna,2019-04-28T13:00:03.384114Z,36.37059663370756,29.584,11888381.532994289,21323270.43016724,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T13:17:03.106407Z,130.30632152608462,26.579,7239668.0400534235,20543921.98888092,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T13:34:03.186043Z,130.30632152608462,26.432,9550095.218231859,18710556.12549186,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T13:51:03.041045Z,130.30632152608462,27.916,11846786.269987045,20012470.015253253,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T14:00:04.001072Z,130.30632152608462,27.911,6521156.500987565,18448381.258694682,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T14:17:03.015302Z,130.30632152608462,26.567,6879291.143389221,22010987.953881748,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T14:34:03.550262Z,130.30632152608462,25.401,7684643.502814012,18061320.014830288,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T14:51:04.272245Z,130.30632152608462,33.62,12952362.01375367,16310832.756628647,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T15:00:03.441164Z,130.30632152608462,26.901,14596521.609634694,14681755.448396577,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T15:17:03.361435Z,130.30632152608462,27.773,5618361.218374224,18524434.733599123,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T15:34:03.758055Z,130.30632152608462,26.394,9972313.792023621,18670261.470790893,,109.240.230.177
4113,AinaCom Oy,Hameenlinna,2019-04-28T15:51:03.048926Z,36.37059663370756,28.244,8131947.630239301,16926680.496136494,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T16:00:03.226225Z,130.30632152608462,32.949,7685874.091343641,16205425.395307912,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T16:17:02.625069Z,130.30632152608462,27.912,8644386.38196967,15831134.985404324,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T16:34:03.025227Z,130.30632152608462,31.235,9445444.372090075,17522839.16923632,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T16:51:03.336306Z,130.30632152608462,27.608,7628052.943066849,15595574.085359124,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T17:00:03.437836Z,130.30632152608462,24.762,8888350.881873168,16932344.662277326,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T17:17:03.457618Z,130.30632152608462,25.257,7944685.373732709,15348067.3282361,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T17:34:03.445290Z,130.30632152608462,29.116,9929111.042077323,19748516.694271956,,109.240.230.177
4113,AinaCom Oy,Hameenlinna,2019-04-28T17:51:02.963902Z,36.37059663370756,31.748,9362343.490540076,12790446.340187287,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T18:00:03.042297Z,130.30632152608462,27.912,10101022.72409907,11434838.987399781,,109.240.230.177
4113,AinaCom Oy,Hameenlinna,2019-04-28T18:17:03.285111Z,36.37059663370756,31.741,10216213.037239542,16894891.66429739,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T18:34:03.709849Z,130.30632152608462,30.743,7264636.400348632,13762485.02467973,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T18:51:03.110019Z,130.30632152608462,29.419,9193011.314488798,13387324.973360062,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T19:00:03.121185Z,130.30632152608462,28.916,8034213.017004725,16631864.85954649,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T19:17:02.797996Z,130.30632152608462,60.792,8792354.509947518,18227289.84139969,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T19:34:03.322101Z,130.30632152608462,26.39,6623361.865340666,18130962.521454453,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T19:51:03.813533Z,130.30632152608462,26.44,8893729.857751053,17435588.931450102,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T20:00:03.546224Z,130.30632152608462,28.569,7453533.539319999,17792157.239458337,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T20:17:03.157955Z,130.30632152608462,29.924,10193195.757367441,18158347.049305655,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T20:34:03.526038Z,130.30632152608462,26.922,12204090.390440889,19768138.801472373,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T20:51:04.616448Z,130.30632152608462,29.58,15184788.35992026,19065717.700763732,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T21:00:03.178068Z,130.30632152608462,30.227,14843884.511924457,20095365.008960396,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T21:17:03.111786Z,130.30632152608462,29.218,14572721.013418507,23006390.30986792,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T21:34:03.118942Z,130.30632152608462,27.738,11334002.866098836,17741449.104211017,,109.240.230.177
4113,AinaCom Oy,Hameenlinna,2019-04-28T21:51:02.750532Z,36.37059663370756,31.223,21723719.07722974,26526860.376526374,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T22:00:02.867906Z,130.30632152608462,25.411,24432160.547848698,27724611.18549809,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T22:17:02.578982Z,130.30632152608462,27.783,25336867.033291522,26830587.585701346,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T22:34:02.849867Z,130.30632152608462,38.729,21040764.588716496,23205686.93586173,,109.240.230.177
4113,AinaCom Oy,Hameenlinna,2019-04-28T22:51:02.798976Z,36.37059663370756,30.105,18789407.427587487,22527145.72485151,,109.240.230.177
4113,AinaCom Oy,Hameenlinna,2019-04-28T23:00:03.478112Z,36.37059663370756,29.283,31730674.873635806,25469083.210491527,,109.240.230.177
4113,AinaCom Oy,Hameenlinna,2019-04-28T23:17:02.829404Z,36.37059663370756,25.261,32641391.255275495,24992468.496084314,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T23:34:02.756747Z,130.30632152608462,26.945,37571075.07728923,17951338.823403846,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-28T23:51:02.785958Z,130.30632152608462,28.456,36277872.47297212,21285466.866528537,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T00:00:02.691236Z,130.30632152608462,27.222,35159434.98980802,26959118.779936668,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T00:17:02.812645Z,130.30632152608462,29.267,37372328.088273406,19048307.64491794,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T00:34:03.074520Z,130.30632152608462,24.768,39464931.36144746,18275406.670914136,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T00:51:02.857156Z,130.30632152608462,27.096,40536145.804118566,22199796.083686378,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T01:00:02.865622Z,130.30632152608462,28.91,41363271.34981533,19493551.856458087,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T01:17:03.146338Z,130.30632152608462,28.426,44540829.68337385,18848605.520030547,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T01:34:02.969496Z,130.30632152608462,27.083,35777604.11120989,18884570.8852802,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T01:51:02.814563Z,130.30632152608462,24.785,40645673.865489826,18102197.768812444,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T02:00:03.775237Z,130.30632152608462,26.74,38546731.231771916,18416146.48833058,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T02:17:02.773444Z,130.30632152608462,27.12,45468154.7004072,19580186.883584403,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T02:34:02.873329Z,130.30632152608462,28.087,42329167.10596266,17170036.78159992,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T02:51:02.920861Z,130.30632152608462,26.917,40007127.074279584,17787405.1798325,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T03:00:03.043427Z,130.30632152608462,29.25,40985232.52674647,17702458.874811012,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T03:17:03.384402Z,130.30632152608462,28.614,38105917.33187365,17039135.42267404,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T03:34:03.337677Z,130.30632152608462,31.413,38164433.2118648,17499736.63199794,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T03:51:02.826431Z,130.30632152608462,28.955,34948771.084059775,18212262.13138839,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T04:00:03.012706Z,130.30632152608462,28.584,32787529.60431807,14765274.183153553,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T04:17:02.880044Z,130.30632152608462,29.278,28413811.302943792,18856494.365987144,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T04:34:02.925803Z,130.30632152608462,26.288,31689229.345202122,18535169.748291522,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T04:51:02.727780Z,130.30632152608462,25.916,12824638.55744825,20445366.572728425,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T05:00:03.612477Z,130.30632152608462,27.757,18336439.901877772,23780536.691175703,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T05:17:03.102639Z,130.30632152608462,27.42,19377757.465075597,26649832.264709912,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T05:34:03.593266Z,130.30632152608462,27.245,16529489.991085585,24758035.957126707,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T05:51:02.688535Z,130.30632152608462,29.403,16670386.713981682,18521510.71831225,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T06:00:03.339390Z,130.30632152608462,26.801,28836135.198684808,19144963.972608585,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T06:17:03.325435Z,130.30632152608462,27.945,27667915.498459164,18027784.98732008,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T06:34:03.534442Z,130.30632152608462,25.947,29451393.160545766,17077771.526673023,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T06:51:02.842399Z,130.30632152608462,27.576,29312956.3414681,22534035.824526057,,109.240.230.177
4113,AinaCom Oy,Hameenlinna,2019-04-29T07:00:02.962600Z,36.37059663370756,28.283,25484158.059983093,18290053.19423386,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T07:17:02.851799Z,130.30632152608462,26.963,21862566.37845729,19296426.031561922,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T07:34:03.397011Z,130.30632152608462,27.937,20580101.44586667,17663669.28285274,,109.240.230.177
4113,AinaCom Oy,Hameenlinna,2019-04-29T07:51:02.994347Z,36.37059663370756,27.27,21001811.511962663,17228259.654369008,,109.240.230.177
4113,AinaCom Oy,Hameenlinna,2019-04-29T08:00:03.587810Z,36.37059663370756,31.572,18051138.987041987,17130316.59170024,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T08:17:03.052426Z,130.30632152608462,27.774,18746521.306407217,14956898.263251236,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T08:34:03.246328Z,130.30632152608462,25.91,14442958.939569801,16299151.34763764,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T08:51:03.315857Z,130.30632152608462,28.124,18785063.28844657,16787183.639198925,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T09:00:02.939979Z,130.30632152608462,28.1,14064848.030182082,16520683.053257983,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T09:17:02.827081Z,130.30632152608462,27.079,19756486.092860647,15750216.192060152,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T09:34:03.278644Z,130.30632152608462,27.232,19239800.820761397,15808488.240505822,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T09:51:03.226664Z,130.30632152608462,28.606,32013890.42525036,16627698.618019367,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T10:00:02.628387Z,130.30632152608462,26.597,23763151.912936978,16153149.749558723,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T10:17:03.140892Z,130.30632152608462,26.7,27998820.827561714,15856848.05061836,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T10:34:03.505341Z,130.30632152608462,28.11,24944977.79054724,16665659.066648075,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T10:51:03.123771Z,130.30632152608462,28.061,28251959.493721772,16071224.987940263,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T11:00:03.702667Z,130.30632152608462,28.085,32652173.795365315,17743274.515083894,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T11:17:03.052073Z,130.30632152608462,27.058,31008054.035855647,17269102.964073848,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T11:34:03.017278Z,130.30632152608462,31.739,27355891.90497892,17587776.27368782,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T11:51:03.243986Z,130.30632152608462,26.931,23272524.297526643,14127285.764506834,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T12:00:03.182603Z,130.30632152608462,27.069,27843978.608172465,15567837.729153471,,109.240.230.177
4113,AinaCom Oy,Hameenlinna,2019-04-29T12:17:03.054514Z,36.37059663370756,28.111,25229937.95338869,16357334.697603425,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T12:34:03.639906Z,130.30632152608462,30.433,25487988.508021686,16413790.885669742,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T12:51:02.672707Z,130.30632152608462,27.778,18713332.319931515,21578552.39438145,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T13:00:02.892297Z,130.30632152608462,27.934,22642520.388498366,17388572.517916102,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T13:17:02.880839Z,130.30632152608462,27.017,25357243.36698075,16415173.705719024,,109.240.230.177
4549,Elisa Oyj,Helsinki,2019-04-29T13:34:02.781928Z,130.30632152608462,31.457,24522507.985768132,16577343.282040581,,109.240.230.177
